,상호명,업종분류,주소,전화번호
0,"<a href=""/store/content/10002266.html"">이조갈비 안암고대점</a>",한식 음식점업,"
													서울특별시 성북구 안암동5가 103-148
													",02-924-7476
1,"<a href=""/store/content/10087768.html"">지짐이 고대점</a>",그외 기타 음식점업,"
													서울특별시 성북구 안암동5가 103-25
													",02-923-7275
2,"<a href=""/store/content/10096233.html"">진형마트</a>",슈퍼마켓,"
													서울특별시 성북구 안암동5가 85-3
													",02-928-5790
3,"<a href=""/store/content/10271988.html"">할리스커피 고대안암점</a>",비알콜 음료점업,"
													서울특별시 성북구 안암동5가 102-87
													",02-926-8841
4,"<a href=""/store/content/10484855.html"">투썸플레이스 고려대점</a>",비알콜 음료점업,"
													서울특별시 성북구 안암동5가 1-2
													",02-928-2355
5,"<a href=""/store/content/10600861.html"">모심</a>",한식 음식점업,"
													서울특별시 성북구 안암동5가 101-3
													",02-924-5551
6,"<a href=""/store/content/10623195.html"">커핀그루나무 안암오거리점</a>",그외 기타 음식점업,"
													서울특별시 성북구 안암동5가 104-291
													",02-921-0704
7,"<a href=""/store/content/10856425.html"">전주완산골 고대본점</a>",한식 음식점업,"
													서울특별시 성북구 안암동5가 146-31
													",02-953-5311
8,"<a href=""/store/content/11516500.html"">스타벅스 고대안암병원점</a>",비알콜 음료점업,"
													서울특별시 성북구 안암동5가 126-1
													",02-3015-1177
9,"<a href=""/store/content/11706115.html"">이니스프리 고대중앙광장점</a>",화장품 및 방향제 소매업,"
													서울특별시 성북구 안암동5가 1-2
													",080-380-0114
10,"<a href=""/store/content/11723497.html"">미니스톱 고대경영관점</a>",체인화 편의점,"
													서울특별시 성북구 안암동5가 1-2
													",02-921-4790
11,"<a href=""/store/content/11740667.html"">고대프로방스</a>",서양식 음식점업,"
													서울특별시 성북구 안암동5가 1-2
													",02-3290-2986
12,"<a href=""/store/content/19930649.html"">더힐링</a>",서양식 음식점업,"
													서울특별시 성북구 안암동5가 15-100
													",02-6014-2000
13,"<a href=""/store/content/19966271.html"">닭잡는파로</a>",한식 음식점업,"
													서울특별시 성북구 안암동5가 101-11
													",02-924-3124
14,"<a href=""/store/content/19966273.html"">황제곱창</a>",한식 음식점업,"
													서울특별시 성북구 안암동5가 104-21
													",02-922-1379
15,"<a href=""/store/content/19969358.html"">던킨도너츠 고대안암점</a>",제과점업,"
													서울특별시 성북구 안암동5가 146-5
													",02-927-7730
16,"<a href=""/store/content/19971564.html"">창들</a>",한식 음식점업,"
													서울특별시 성북구 안암동5가 134-17
													",02-923-2990
17,"<a href=""/store/content/19973280.html"">제노PC방</a>",분식 및 김밥 전문점,"
													서울특별시 성북구 안암동5가 104-30
													",02-784-2363
18,"<a href=""/store/content/19973488.html"">술먹는호랑이</a>",기타 주점업,"
													서울특별시 성북구 안암동5가 103-10
													",02-922-5999
19,"<a href=""/store/content/19978449.html"">정만</a>",치킨 전문점,"
													서울특별시 성북구 안암동5가 15-19
													",02-928-0888
20,"<a href=""/store/content/19981229.html"">탄</a>",한식 음식점업,"
													서울특별시 성북구 안암동5가 15-41
													",02-555-5977
21,"<a href=""/store/content/19987145.html"">피쉬앤그릴 고대안암동점</a>",기타 주점업,"
													서울특별시 성북구 안암동5가 103-148
													",02-929-0550
22,"<a href=""/store/content/19987578.html"">춘천골닭갈비</a>",한식 음식점업,"
													서울특별시 성북구 안암동5가 15-33
													",02-929-7678
23,"<a href=""/store/content/19987885.html"">비야 1호점</a>",한식 음식점업,"
													서울특별시 성북구 안암동5가 15-85
													",02-923-6070
24,"<a href=""/store/content/19988000.html"">꽃돼지</a>",한식 음식점업,"
													서울특별시 성북구 안암동5가 104-16
													",02-924-5569
25,"<a href=""/store/content/19988009.html"">향나무집</a>",한식 음식점업,"
													서울특별시 성북구 안암동5가 146-7
													",02-929-0720
26,"<a href=""/store/content/19988157.html"">더위니</a>",기타 주점업,"
													서울특별시 성북구 안암동5가 103-11
